"","Year","Quarter","IntercatchMetierTag","VesselLenthCategory","Area","KWdays","DaysatSea","NoVessels","FDFVessel","Country","ID"
"185",2015,1,"OTM_SPF_16-31_0_0",NA,"27.2.a.2",691.675517916667,0.338888888888889,1,NA,"Norway",185
"186",2015,1,"OTM_SPF_16-31_0_0",NA,"27.4.c",1868.85392573333,0.778472222222222,1,NA,"Norway",186
"187",2015,1,"PS_DEF_>0_0_0",NA,"27.6.a",2076.25238541667,0.376388888888889,1,NA,"Norway",187
"188",2015,1,"PS_DEF_>0_0_0",NA,"27.7.k.1",6410.11895133333,1.06805555555556,1,NA,"Norway",188
"189",2015,1,"PS_DEF_16-31_0_0",NA,"27.7.c.2",1038.49394220833,0.228472222222222,1,NA,"Norway",189
"190",2015,1,"PS_SPF_>0_0_0","(10,24]","27.4.a",6.70121311111111,0.0284722222222222,1,NA,"Norway",190
"191",2015,1,"PS_SPF_>0_0_0","(24,40]","27.2.a.2",67.9315048611111,0.0923611111111111,1,NA,"Norway",191
"192",2015,1,"PS_SPF_>0_0_0","(24,40]","27.4.a",172.388707283333,0.211805555555556,2,NA,"Norway",192
"193",2015,1,"PS_SPF_>0_0_0",NA,"27.2.a.2",9105.32439104167,1.89513888888889,3,NA,"Norway",193
"194",2015,1,"PS_SPF_>0_0_0",NA,"27.4.c",1990.08663451389,0.575694444444444,1,NA,"Norway",194
"195",2015,1,"PS_SPF_>0_0_0",NA,"27.5.a.2",2720.75636851042,0.711805555555556,3,NA,"Norway",195
"196",2015,1,"PS_SPF_16-31_0_0",NA,"27.2.a.2",2463.186151,0.547222222222222,1,NA,"Norway",196
"197",2015,1,"PS_SPF_16-31_0_0",NA,"27.4.c",2113.64025125,0.55,1,NA,"Norway",197
"198",2015,1,"PS_SPF_16-31_0_0",NA,"27.5.a.2",738.532933375,0.192361111111111,1,NA,"Norway",198
"199",2015,1,"PTB_DEF_>=120_0_0","(24,40]","27.4.a",81422.7686365063,122.514583333333,3,NA,"Norway",199
"200",2015,1,"PTB_DEF_>=120_0_0","(24,40]","27.4.b",2909.66315750208,4.07430555555556,2,NA,"Norway",200
"201",2015,1,"PTB_DEF_32-69_0_0","(24,40]","27.3.a.20",16431.9874642778,22.7972222222222,1,NA,"Norway",201
"202",2015,1,"PTB_DEF_32-69_0_0","(24,40]","27.4.a",34087.8146187639,47.2923611111111,1,NA,"Norway",202
"203",2015,1,"PTB_SPF_>=120_0_0","(24,40]","27.4.a",25775.8668698639,36.25,3,NA,"Norway",203
"204",2015,1,"PTB_SPF_32-69_0_0","(24,40]","27.4.a",17330.9715475556,24.0444444444444,1,NA,"Norway",204
"205",2015,1,"PTM_DEF_>=120_0_0",NA,"27.4.a",18686.8843845833,6.04930555555556,1,NA,"Norway",205
"206",2015,1,"PTM_DEF_16-31_0_0",NA,"27.2.a.2",1735.4834404,0.857638888888889,2,NA,"Norway",206
"207",2015,1,"PTM_DEF_16-31_0_0",NA,"27.6.b.1",2653.98684991667,0.656944444444444,2,NA,"Norway",207
"208",2015,1,"PTM_DEF_16-31_0_0",NA,"27.7.c.2",7098.70945955556,1.85555555555556,2,NA,"Norway",208
"209",2015,1,"PTM_DEF_16-31_0_0",NA,"27.7.k.1",33066.3188756667,8.09444444444444,3,NA,"Norway",209
"210",2015,1,"PTM_DEF_32-39_0_0",NA,"27.6.b.1",1842.45053315972,0.426388888888889,1,NA,"Norway",210
"211",2015,1,"PTM_DEF_32-39_0_0",NA,"27.7.c.1",3225.898614,0.5375,1,NA,"Norway",211
"212",2015,1,"PTM_DEF_32-39_0_0",NA,"27.7.c.2",2163.52904626736,0.500694444444444,1,NA,"Norway",212
"213",2015,1,"PTM_DEF_32-39_0_0",NA,"27.7.k.1",49593.4073821708,11.8354166666667,5,NA,"Norway",213
"214",2015,1,"PTM_DEF_32-69_0_0","(24,40]","27.2.a.2",6904.70116777778,6.70555555555556,1,NA,"Norway",214
"215",2015,1,"PTM_DEF_32-69_0_0",NA,"27.1.b",1625.45279,0.361111111111111,1,NA,"Norway",215
"216",2015,1,"PTM_DEF_32-69_0_0",NA,"27.2.a.2",72882.0056164167,31.5451388888889,7,NA,"Norway",216
